feature,importance
primary_type_group_idx,0.7319046841456236
location_group_idx,0.13202046623801766
domestic_numeric,0.03323756814195606
crime_group_idx,0.02023627297109021
hour,0.019139233868773947
lon_grid_abs,0.0162325587069121
lat_grid,0.015113145658367098
community_area,0.011039057596507787
is_night,0.010021299643152305
beat,0.005517998055647975
district,0.0028617591029416146
month,0.0026653742077643906
day_of_week,1.0581663245242635e-05
is_weekend,0.0
