feature,importance
lon_grid_abs,0.4393814358087301
lat_grid,0.354653217234631
hour_of_day,0.15490605083643283
is_night,0.020671347155547234
month_num,0.011739635672067804
is_weekend,0.01169587661899485
day_of_week,0.006952436673596181
